"","Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"1302","FDS01","OUT010","2181.28891357504"
"1303","FDV33","OUT017","2181.28891357504"
"1304","DRE12","OUT017","2181.28891357504"
"1305","FDR07","OUT013","2181.28891357504"
"1306","FDP48","OUT010","2181.28891357504"
"1307","NCB55","OUT035","2181.28891357504"
"1308","FDQ08","OUT013","2181.28891357504"
"1309","FDR34","OUT035","2181.28891357504"
"1310","FDO33","OUT046","2181.28891357504"
"1311","FDP13","OUT045","2181.28891357504"
"1312","FDX12","OUT049","2181.28891357504"
"1313","NCT06","OUT049","2181.28891357504"
"1314","FDR16","OUT019","2181.28891357504"
"1315","FDE36","OUT046","2181.28891357504"
"1316","FDZ36","OUT049","2181.28891357504"
"1317","FDV13","OUT045","2181.28891357504"
"1318","NCZ17","OUT035","2181.28891357504"
"1319","FDU56","OUT045","2181.28891357504"
"1320","FDM09","OUT035","2181.28891357504"
"1321","FDV02","OUT017","2181.28891357504"
"1322","FDS34","OUT018","2181.28891357504"
"1323","FDA11","OUT049","2181.28891357504"
"1324","FDP09","OUT017","2181.28891357504"
"1325","FDB29","OUT027","2181.28891357504"
"1326","FDT19","OUT017","2181.28891357504"
"1327","DRH15","OUT017","2181.28891357504"
"1328","FDY38","OUT046","2181.28891357504"
"1329","FDF14","OUT027","2181.28891357504"
"1330","FDN48","OUT010","2181.28891357504"
"1331","FDQ12","OUT013","2181.28891357504"
"1332","NCJ43","OUT045","2181.28891357504"
"1333","FDE17","OUT019","2181.28891357504"
"1334","FDB05","OUT035","2181.28891357504"
"1335","FDH10","OUT045","2181.28891357504"
"1336","NCR06","OUT017","2181.28891357504"
"1337","FDU32","OUT018","2181.28891357504"
"1338","FDD56","OUT049","2181.28891357504"
"1339","FDO36","OUT018","2181.28891357504"
"1340","FDH16","OUT010","2181.28891357504"
"1341","FDX10","OUT018","2181.28891357504"
"1342","FDZ37","OUT017","2181.28891357504"
"1343","FDU31","OUT010","2181.28891357504"
"1344","DRC49","OUT049","2181.28891357504"
"1345","FDL15","OUT045","2181.28891357504"
"1346","FDN32","OUT019","2181.28891357504"
"1347","DRH59","OUT027","2181.28891357504"
"1348","NCU29","OUT049","2181.28891357504"
"1349","FDR37","OUT019","2181.28891357504"
"1350","FDS14","OUT018","2181.28891357504"
"1351","FDU02","OUT027","2181.28891357504"
"1352","FDJ08","OUT035","2181.28891357504"
"1353","NCZ06","OUT045","2181.28891357504"
"1354","FDO31","OUT049","2181.28891357504"
"1355","FDH31","OUT018","2181.28891357504"
"1356","FDS58","OUT017","2181.28891357504"
"1357","NCA53","OUT027","2181.28891357504"
"1358","FDF50","OUT046","2181.28891357504"
"1359","NCW42","OUT049","2181.28891357504"
"1360","NCQ17","OUT045","2181.28891357504"
"1361","FDK51","OUT018","2181.28891357504"
"1362","NCW41","OUT010","2181.28891357504"
"1363","NCR29","OUT017","2181.28891357504"
"1364","FDB08","OUT019","2181.28891357504"
"1365","FDA40","OUT027","2181.28891357504"
"1366","FDL14","OUT018","2181.28891357504"
"1367","FDB47","OUT046","2181.28891357504"
"1368","FDO03","OUT035","2181.28891357504"
"1369","DRK13","OUT019","2181.28891357504"
"1370","FDX13","OUT010","2181.28891357504"
"1371","FDF52","OUT046","2181.28891357504"
"1372","FDT11","OUT013","2181.28891357504"
"1373","FDB08","OUT013","2181.28891357504"
"1374","FDQ28","OUT018","2181.28891357504"
"1375","FDD29","OUT045","2181.28891357504"
"1376","NCQ29","OUT027","2181.28891357504"
"1377","NCO02","OUT013","2181.28891357504"
"1378","FDR56","OUT010","2181.28891357504"
"1379","NCM54","OUT049","2181.28891357504"
"1380","FDP51","OUT035","2181.28891357504"
"1381","FDT38","OUT013","2181.28891357504"
"1382","FDZ20","OUT018","2181.28891357504"
"1383","FDJ53","OUT013","2181.28891357504"
"1384","FDX13","OUT049","2181.28891357504"
"1385","FDP58","OUT035","2181.28891357504"
"1386","NCK31","OUT019","2181.28891357504"
"1387","FDA35","OUT018","2181.28891357504"
"1388","FDV37","OUT018","2181.28891357504"
"1389","NCO07","OUT027","2181.28891357504"
"1390","FDA20","OUT045","2181.28891357504"
"1391","FDZ59","OUT035","2181.28891357504"
"1392","NCY17","OUT017","2181.28891357504"
"1393","FDQ28","OUT035","2181.28891357504"
"1394","FDV35","OUT017","2181.28891357504"
"1395","FDQ36","OUT013","2181.28891357504"
"1396","FDD34","OUT018","2181.28891357504"
"1397","FDK51","OUT045","2181.28891357504"
"1398","FDV31","OUT035","2181.28891357504"
"1399","FDR04","OUT035","2181.28891357504"
"1400","FDR14","OUT049","2181.28891357504"
"1401","DRC36","OUT010","2181.28891357504"
"1402","FDE39","OUT019","2181.28891357504"
"1403","FDP57","OUT049","2181.28891357504"
"1404","FDE57","OUT046","2181.28891357504"
"1405","NCN18","OUT046","2181.28891357504"
"1406","NCQ05","OUT018","2181.28891357504"
"1407","FDW47","OUT035","2181.28891357504"
"1408","FDV46","OUT035","2181.28891357504"
"1409","NCP29","OUT045","2181.28891357504"
"1410","FDE09","OUT018","2181.28891357504"
"1411","NCU06","OUT027","2181.28891357504"
"1412","FDT19","OUT010","2181.28891357504"
"1413","DRF15","OUT017","2181.28891357504"
"1414","DRI51","OUT013","2181.28891357504"
"1415","NCX54","OUT013","2181.28891357504"
"1416","DRE01","OUT013","2181.28891357504"
"1417","NCB07","OUT045","2181.28891357504"
"1418","FDU50","OUT035","2181.28891357504"
"1419","FDG40","OUT035","2181.28891357504"
"1420","FDW10","OUT018","2181.28891357504"
"1421","FDX51","OUT013","2181.28891357504"
"1422","NCP17","OUT045","2181.28891357504"
"1423","FDP21","OUT035","2181.28891357504"
"1424","FDL04","OUT045","2181.28891357504"
"1425","FDV23","OUT013","2181.28891357504"
"1426","FDF24","OUT046","2181.28891357504"
"1427","FDH56","OUT027","2181.28891357504"
"1428","FDB51","OUT049","2181.28891357504"
"1429","FDI58","OUT027","2181.28891357504"
"1430","FDR20","OUT013","2181.28891357504"
"1431","FDC51","OUT018","2181.28891357504"
"1432","FDB16","OUT027","2181.28891357504"
"1433","FDE40","OUT049","2181.28891357504"
"1434","NCM17","OUT035","2181.28891357504"
"1435","FDU56","OUT035","2181.28891357504"
"1436","FDS32","OUT019","2181.28891357504"
"1437","FDX02","OUT049","2181.28891357504"
"1438","FDT39","OUT027","2181.28891357504"
"1439","FDE35","OUT017","2181.28891357504"
"1440","NCI42","OUT019","2181.28891357504"
"1441","DRL23","OUT046","2181.28891357504"
"1442","FDA10","OUT046","2181.28891357504"
"1443","FDA11","OUT013","2181.28891357504"
"1444","NCM06","OUT046","2181.28891357504"
"1445","NCT05","OUT035","2181.28891357504"
"1446","NCQ02","OUT010","2181.28891357504"
"1447","NCY06","OUT049","2181.28891357504"
"1448","FDY56","OUT035","2181.28891357504"
"1449","FDL02","OUT035","2181.28891357504"
"1450","NCI06","OUT035","2181.28891357504"
"1451","FDQ14","OUT045","2181.28891357504"
"1452","FDQ12","OUT017","2181.28891357504"
"1453","FDP36","OUT046","2181.28891357504"
"1454","FDK21","OUT027","2181.28891357504"
"1455","FDO40","OUT045","2181.28891357504"
"1456","NCK54","OUT019","2181.28891357504"
"1457","FDY09","OUT018","2181.28891357504"
"1458","NCW30","OUT049","2181.28891357504"
"1459","NCC55","OUT027","2181.28891357504"
"1460","FDE58","OUT018","2181.28891357504"
"1461","FDR39","OUT013","2181.28891357504"
"1462","FDU28","OUT049","2181.28891357504"
"1463","FDH08","OUT017","2181.28891357504"
"1464","FDG35","OUT045","2181.28891357504"
"1465","FDG22","OUT049","2181.28891357504"
"1466","FDC34","OUT035","2181.28891357504"
"1467","FDP15","OUT018","2181.28891357504"
"1468","FDK34","OUT010","2181.28891357504"
"1469","FDU45","OUT035","2181.28891357504"
"1470","FDQ04","OUT027","2181.28891357504"
"1471","FDX22","OUT018","2181.28891357504"
"1472","FDB45","OUT017","2181.28891357504"
"1473","NCH43","OUT027","2181.28891357504"
"1474","DRE60","OUT046","2181.28891357504"
"1475","FDD17","OUT027","2181.28891357504"
"1476","NCM54","OUT017","2181.28891357504"
"1477","NCH55","OUT013","2181.28891357504"
"1478","NCT06","OUT017","2181.28891357504"
"1479","FDA48","OUT027","2181.28891357504"
"1480","FDY58","OUT027","2181.28891357504"
"1481","FDO25","OUT045","2181.28891357504"
"1482","FDN50","OUT045","2181.28891357504"
"1483","FDH35","OUT035","2181.28891357504"
"1484","FDK09","OUT045","2181.28891357504"
"1485","FDO16","OUT013","2181.28891357504"
"1486","FDW11","OUT045","2181.28891357504"
"1487","FDU47","OUT027","2181.28891357504"
"1488","NCQ42","OUT010","2181.28891357504"
"1489","FDK55","OUT027","2181.28891357504"
"1490","FDN08","OUT049","2181.28891357504"
"1491","FDT57","OUT045","2181.28891357504"
"1492","FDJ12","OUT018","2181.28891357504"
"1493","DRL59","OUT017","2181.28891357504"
"1494","NCN53","OUT046","2181.28891357504"
"1495","FDO51","OUT010","2181.28891357504"
"1496","FDK56","OUT017","2181.28891357504"
"1497","FDY12","OUT035","2181.28891357504"
"1498","FDU15","OUT035","2181.28891357504"
"1499","FDQ19","OUT046","2181.28891357504"
"1500","DRF15","OUT045","2181.28891357504"
"1501","DRE25","OUT019","2181.28891357504"
"1502","FDK57","OUT018","2181.28891357504"
"1503","FDD33","OUT010","2181.28891357504"
"1504","FDR34","OUT027","2181.28891357504"
"1505","FDU04","OUT045","2181.28891357504"
"1506","FDE35","OUT019","2181.28891357504"
"1507","NCD31","OUT035","2181.28891357504"
"1508","FDJ56","OUT035","2181.28891357504"
"1509","NCU53","OUT046","2181.28891357504"
"1510","FDD39","OUT035","2181.28891357504"
"1511","NCU17","OUT019","2181.28891357504"
"1512","FDJ20","OUT046","2181.28891357504"
"1513","NCW41","OUT018","2181.28891357504"
"1514","FDL52","OUT035","2181.28891357504"
"1515","FDS39","OUT035","2181.28891357504"
"1516","DRJ47","OUT045","2181.28891357504"
"1517","FDP13","OUT010","2181.28891357504"
"1518","DRK39","OUT010","2181.28891357504"
"1519","FDF28","OUT010","2181.28891357504"
"1520","FDB09","OUT045","2181.28891357504"
"1521","FDM51","OUT046","2181.28891357504"
"1522","DRM49","OUT018","2181.28891357504"
"1523","DRF23","OUT013","2181.28891357504"
"1524","DRH01","OUT035","2181.28891357504"
"1525","FDH12","OUT027","2181.28891357504"
"1526","FDA28","OUT019","2181.28891357504"
"1527","FDW37","OUT018","2181.28891357504"
"1528","FDF02","OUT046","2181.28891357504"
"1529","DRL37","OUT046","2181.28891357504"
"1530","NCF43","OUT046","2181.28891357504"
"1531","FDH08","OUT010","2181.28891357504"
"1532","FDR34","OUT019","2181.28891357504"
"1533","NCK19","OUT049","2181.28891357504"
"1534","NCD55","OUT018","2181.28891357504"
"1535","FDT27","OUT049","2181.28891357504"
"1536","FDQ57","OUT045","2181.28891357504"
"1537","FDA47","OUT035","2181.28891357504"
"1538","DRG15","OUT027","2181.28891357504"
"1539","FDE05","OUT018","2181.28891357504"
"1540","FDN46","OUT046","2181.28891357504"
"1541","FDX27","OUT027","2181.28891357504"
"1542","FDT51","OUT045","2181.28891357504"
"1543","FDU33","OUT013","2181.28891357504"
"1544","FDJ16","OUT027","2181.28891357504"
"1545","FDD20","OUT019","2181.28891357504"
"1546","FDT36","OUT049","2181.28891357504"
"1547","DRF15","OUT027","2181.28891357504"
"1548","FDN52","OUT010","2181.28891357504"
"1549","FDC22","OUT027","2181.28891357504"
"1550","FDX15","OUT045","2181.28891357504"
"1551","FDT13","OUT013","2181.28891357504"
"1552","FDU04","OUT017","2181.28891357504"
"1553","FDU31","OUT019","2181.28891357504"
"1554","FDW59","OUT027","2181.28891357504"
"1555","NCO29","OUT046","2181.28891357504"
"1556","FDL15","OUT035","2181.28891357504"
"1557","FDI41","OUT049","2181.28891357504"
"1558","FDQ48","OUT049","2181.28891357504"
"1559","DRI39","OUT013","2181.28891357504"
"1560","FDI08","OUT013","2181.28891357504"
"1561","FDC21","OUT049","2181.28891357504"
"1562","FDF58","OUT035","2181.28891357504"
"1563","FDS08","OUT010","2181.28891357504"
"1564","FDE47","OUT045","2181.28891357504"
"1565","NCP18","OUT019","2181.28891357504"
"1566","NCR41","OUT013","2181.28891357504"
"1567","FDA27","OUT013","2181.28891357504"
"1568","FDA43","OUT035","2181.28891357504"
"1569","FDA49","OUT045","2181.28891357504"
"1570","NCE55","OUT018","2181.28891357504"
"1571","DRM49","OUT027","2181.28891357504"
"1572","FDF22","OUT027","2181.28891357504"
"1573","FDQ15","OUT018","2181.28891357504"
"1574","NCS54","OUT017","2181.28891357504"
"1575","NCY05","OUT013","2181.28891357504"
"1576","FDR45","OUT046","2181.28891357504"
"1577","FDK57","OUT049","2181.28891357504"
"1578","FDF41","OUT010","2181.28891357504"
"1579","FDV21","OUT046","2181.28891357504"
"1580","FDD51","OUT046","2181.28891357504"
"1581","FDF33","OUT046","2181.28891357504"
"1582","FDA38","OUT046","2181.28891357504"
"1583","FDR56","OUT045","2181.28891357504"
"1584","NCN41","OUT017","2181.28891357504"
"1585","FDC60","OUT027","2181.28891357504"
"1586","FDB47","OUT045","2181.28891357504"
"1587","DRH01","OUT013","2181.28891357504"
"1588","FDW08","OUT046","2181.28891357504"
"1589","FDF38","OUT027","2181.28891357504"
"1590","FDY32","OUT017","2181.28891357504"
"1591","FDG34","OUT049","2181.28891357504"
"1592","FDG47","OUT019","2181.28891357504"
"1593","NCF18","OUT035","2181.28891357504"
"1594","FDL39","OUT019","2181.28891357504"
"1595","NCH55","OUT035","2181.28891357504"
"1596","DRJ35","OUT049","2181.28891357504"
"1597","FDS44","OUT035","2181.28891357504"
"1598","DRE01","OUT018","2181.28891357504"
"1599","FDY39","OUT013","2181.28891357504"
"1600","FDY32","OUT018","2181.28891357504"
"1601","FDR33","OUT027","2181.28891357504"
"1602","NCP50","OUT049","2181.28891357504"
"1603","FDZ47","OUT018","2181.28891357504"
"1604","FDU57","OUT049","2181.28891357504"
"1605","FDY44","OUT013","2181.28891357504"
"1606","DRH59","OUT018","2181.28891357504"
"1607","FDB03","OUT027","2181.28891357504"
"1608","FDY46","OUT045","2181.28891357504"
"1609","FDM39","OUT045","2181.28891357504"
"1610","FDY36","OUT035","2181.28891357504"
"1611","NCM55","OUT035","2181.28891357504"
"1612","FDJ50","OUT010","2181.28891357504"
"1613","DRL60","OUT013","2181.28891357504"
"1614","NCJ54","OUT049","2181.28891357504"
"1615","FDX59","OUT017","2181.28891357504"
"1616","FDI07","OUT013","2181.28891357504"
"1617","DRF51","OUT010","2181.28891357504"
"1618","FDM14","OUT017","2181.28891357504"
"1619","FDP21","OUT045","2181.28891357504"
"1620","FDE40","OUT035","2181.28891357504"
"1621","FDE05","OUT035","2181.28891357504"
"1622","FDM13","OUT027","2181.28891357504"
"1623","FDC34","OUT027","2181.28891357504"
"1624","NCI55","OUT018","2181.28891357504"
"1625","NCE43","OUT018","2181.28891357504"
"1626","FDW58","OUT018","2181.28891357504"
"1627","FDG60","OUT045","2181.28891357504"
"1628","FDV31","OUT017","2181.28891357504"
"1629","FDR47","OUT013","2181.28891357504"
"1630","FDM60","OUT019","2181.28891357504"
"1631","NCF06","OUT018","2181.28891357504"
"1632","NCN26","OUT027","2181.28891357504"
"1633","FDQ59","OUT049","2181.28891357504"
"1634","FDF09","OUT046","2181.28891357504"
"1635","NCS06","OUT017","2181.28891357504"
"1636","FDT44","OUT046","2181.28891357504"
"1637","FDI19","OUT017","2181.28891357504"
"1638","FDT22","OUT017","2181.28891357504"
"1639","NCF54","OUT027","2181.28891357504"
"1640","DRG25","OUT045","2181.28891357504"
"1641","FDB59","OUT017","2181.28891357504"
"1642","FDQ37","OUT017","2181.28891357504"
"1643","FDP56","OUT035","2181.28891357504"
"1644","FDW44","OUT035","2181.28891357504"
"1645","FDJ26","OUT010","2181.28891357504"
"1646","FDU43","OUT018","2181.28891357504"
"1647","FDW33","OUT045","2181.28891357504"
"1648","NCX53","OUT027","2181.28891357504"
"1649","FDN56","OUT010","2181.28891357504"
"1650","DRF15","OUT049","2181.28891357504"
"1651","FDO33","OUT017","2181.28891357504"
"1652","FDZ39","OUT010","2181.28891357504"
"1653","NCJ19","OUT017","2181.28891357504"
"1654","FDU01","OUT035","2181.28891357504"
"1655","FDT12","OUT035","2181.28891357504"
"1656","NCM18","OUT018","2181.28891357504"
"1657","FDP19","OUT017","2181.28891357504"
"1658","NCR42","OUT049","2181.28891357504"
"1659","FDN10","OUT046","2181.28891357504"
"1660","FDG44","OUT017","2181.28891357504"
"1661","FDQ10","OUT046","2181.28891357504"
"1662","DRH13","OUT049","2181.28891357504"
"1663","FDT52","OUT013","2181.28891357504"
"1664","FDM56","OUT045","2181.28891357504"
"1665","NCO43","OUT010","2181.28891357504"
"1666","NCV29","OUT035","2181.28891357504"
"1667","NCF06","OUT013","2181.28891357504"
"1668","FDO50","OUT035","2181.28891357504"
"1669","FDT59","OUT013","2181.28891357504"
"1670","FDX40","OUT027","2181.28891357504"
"1671","FDE50","OUT017","2181.28891357504"
"1672","FDX51","OUT017","2181.28891357504"
"1673","NCD30","OUT018","2181.28891357504"
"1674","FDK15","OUT013","2181.28891357504"
"1675","FDL12","OUT045","2181.28891357504"
"1676","FDK46","OUT017","2181.28891357504"
"1677","DRH49","OUT010","2181.28891357504"
"1678","FDQ57","OUT046","2181.28891357504"
"1679","FDY59","OUT017","2181.28891357504"
"1680","FDO09","OUT018","2181.28891357504"
"1681","NCG30","OUT035","2181.28891357504"
"1682","FDM09","OUT017","2181.28891357504"
"1683","NCN17","OUT027","2181.28891357504"
"1684","NCS42","OUT013","2181.28891357504"
"1685","FDD02","OUT019","2181.28891357504"
"1686","FDE34","OUT013","2181.28891357504"
"1687","FDU38","OUT045","2181.28891357504"
"1688","FDB33","OUT046","2181.28891357504"
"1689","NCJ29","OUT017","2181.28891357504"
"1690","FDZ27","OUT035","2181.28891357504"
"1691","FDI40","OUT013","2181.28891357504"
"1692","FDG22","OUT013","2181.28891357504"
"1693","FDT51","OUT017","2181.28891357504"
"1694","FDF20","OUT018","2181.28891357504"
"1695","FDV50","OUT035","2181.28891357504"
"1696","FDT02","OUT049","2181.28891357504"
"1697","DRC49","OUT017","2181.28891357504"
"1698","FDF26","OUT049","2181.28891357504"
"1699","FDV52","OUT035","2181.28891357504"
"1700","FDX59","OUT049","2181.28891357504"
"1701","FDV25","OUT035","2181.28891357504"
"1702","FDW23","OUT027","2181.28891357504"
"1703","FDE53","OUT018","2181.28891357504"
"1704","FDA19","OUT017","2181.28891357504"
"1705","FDH22","OUT046","2181.28891357504"
"1706","NCO41","OUT013","2181.28891357504"
"1707","FDX12","OUT017","2181.28891357504"
"1708","FDF17","OUT013","2181.28891357504"
"1709","FDS11","OUT045","2181.28891357504"
"1710","FDR51","OUT035","2181.28891357504"
"1711","FDT49","OUT010","2181.28891357504"
"1712","FDC56","OUT013","2181.28891357504"
"1713","FDR13","OUT027","2181.28891357504"
"1714","FDQ60","OUT035","2181.28891357504"
"1715","FDN38","OUT049","2181.28891357504"
"1716","NCL29","OUT013","2181.28891357504"
"1717","FDO13","OUT027","2181.28891357504"
"1718","FDE26","OUT018","2181.28891357504"
"1719","FDA31","OUT010","2181.28891357504"
"1720","FDX14","OUT035","2181.28891357504"
"1721","FDA34","OUT045","2181.28891357504"
"1722","FDF26","OUT013","2181.28891357504"
"1723","FDE38","OUT045","2181.28891357504"
"1724","DRI11","OUT046","2181.28891357504"
"1725","FDQ60","OUT027","2181.28891357504"
"1726","FDL21","OUT027","2181.28891357504"
"1727","DRC12","OUT027","2181.28891357504"
"1728","FDC47","OUT046","2181.28891357504"
"1729","FDE57","OUT045","2181.28891357504"
"1730","FDT14","OUT045","2181.28891357504"
"1731","NCZ53","OUT046","2181.28891357504"
"1732","FDE28","OUT018","2181.28891357504"
"1733","FDR19","OUT035","2181.28891357504"
"1734","NCF54","OUT019","2181.28891357504"
"1735","FDZ08","OUT046","2181.28891357504"
"1736","NCJ05","OUT018","2181.28891357504"
"1737","FDF59","OUT046","2181.28891357504"
"1738","NCO05","OUT035","2181.28891357504"
"1739","FDW24","OUT018","2181.28891357504"
"1740","NCX42","OUT018","2181.28891357504"
"1741","NCA53","OUT035","2181.28891357504"
"1742","FDI45","OUT019","2181.28891357504"
"1743","FDG46","OUT046","2181.28891357504"
"1744","FDM20","OUT010","2181.28891357504"
"1745","FDW11","OUT010","2181.28891357504"
"1746","FDX08","OUT035","2181.28891357504"
"1747","NCK17","OUT035","2181.28891357504"
"1748","FDK32","OUT018","2181.28891357504"
"1749","NCA42","OUT035","2181.28891357504"
"1750","DRI01","OUT035","2181.28891357504"
"1751","NCL55","OUT049","2181.28891357504"
"1752","DRE25","OUT018","2181.28891357504"
"1753","FDD14","OUT017","2181.28891357504"
"1754","FDB10","OUT046","2181.28891357504"
"1755","DRN11","OUT035","2181.28891357504"
"1756","FDP38","OUT018","2181.28891357504"
"1757","NCA30","OUT017","2181.28891357504"
"1758","FDT15","OUT017","2181.28891357504"
"1759","NCP55","OUT018","2181.28891357504"
"1760","FDF12","OUT035","2181.28891357504"
"1761","FDM21","OUT018","2181.28891357504"
"1762","FDX56","OUT035","2181.28891357504"
"1763","FDF10","OUT017","2181.28891357504"
"1764","FDT32","OUT045","2181.28891357504"
"1765","FDM51","OUT018","2181.28891357504"
"1766","NCR50","OUT018","2181.28891357504"
"1767","FDI19","OUT049","2181.28891357504"
"1768","FDX21","OUT017","2181.28891357504"
"1769","FDR31","OUT035","2181.28891357504"
"1770","FDY02","OUT013","2181.28891357504"
"1771","NCA29","OUT045","2181.28891357504"
"1772","NCX17","OUT046","2181.28891357504"
"1773","FDM12","OUT045","2181.28891357504"
"1774","FDI53","OUT027","2181.28891357504"
"1775","NCU30","OUT049","2181.28891357504"
"1776","FDC56","OUT027","2181.28891357504"
"1777","FDK27","OUT018","2181.28891357504"
"1778","NCK18","OUT017","2181.28891357504"
"1779","FDB52","OUT019","2181.28891357504"
"1780","DRG25","OUT027","2181.28891357504"
"1781","FDZ13","OUT049","2181.28891357504"
"1782","FDB57","OUT019","2181.28891357504"
"1783","FDR40","OUT046","2181.28891357504"
"1784","NCO14","OUT019","2181.28891357504"
"1785","NCN19","OUT045","2181.28891357504"
"1786","FDQ28","OUT019","2181.28891357504"
"1787","FDO13","OUT018","2181.28891357504"
"1788","FDK48","OUT013","2181.28891357504"
"1789","FDU07","OUT018","2181.28891357504"
"1790","FDW20","OUT046","2181.28891357504"
"1791","FDV12","OUT010","2181.28891357504"
"1792","FDH24","OUT013","2181.28891357504"
"1793","FDV59","OUT049","2181.28891357504"
"1794","FDK57","OUT045","2181.28891357504"
"1795","FDL16","OUT027","2181.28891357504"
"1796","NCQ17","OUT046","2181.28891357504"
"1797","FDJ15","OUT018","2181.28891357504"
"1798","FDX24","OUT049","2181.28891357504"
"1799","FDT47","OUT046","2181.28891357504"
"1800","FDT10","OUT049","2181.28891357504"
"1801","FDZ37","OUT018","2181.28891357504"
"1802","FDW43","OUT027","2181.28891357504"
"1803","DRN36","OUT017","2181.28891357504"
"1804","FDJ14","OUT045","2181.28891357504"
"1805","FDA32","OUT013","2181.28891357504"
"1806","FDJ38","OUT019","2181.28891357504"
"1807","FDQ57","OUT017","2181.28891357504"
"1808","NCQ41","OUT019","2181.28891357504"
"1809","FDG56","OUT049","2181.28891357504"
"1810","DRC13","OUT027","2181.28891357504"
"1811","FDV55","OUT035","2181.28891357504"
"1812","FDQ49","OUT045","2181.28891357504"
"1813","FDE29","OUT010","2181.28891357504"
"1814","FDR03","OUT013","2181.28891357504"
"1815","FDD45","OUT049","2181.28891357504"
"1816","FDN38","OUT010","2181.28891357504"
"1817","FDT56","OUT046","2181.28891357504"
"1818","FDT48","OUT045","2181.28891357504"
"1819","FDU03","OUT049","2181.28891357504"
"1820","FDC56","OUT010","2181.28891357504"
"1821","NCO43","OUT027","2181.28891357504"
"1822","FDQ27","OUT017","2181.28891357504"
"1823","FDR03","OUT046","2181.28891357504"
"1824","DRH23","OUT010","2181.28891357504"
"1825","FDG22","OUT045","2181.28891357504"
"1826","NCJ42","OUT013","2181.28891357504"
"1827","FDR24","OUT046","2181.28891357504"
"1828","FDW60","OUT035","2181.28891357504"
"1829","FDJ08","OUT013","2181.28891357504"
"1830","DRL59","OUT018","2181.28891357504"
"1831","FDG60","OUT010","2181.28891357504"
"1832","FDW27","OUT017","2181.28891357504"
"1833","FDX14","OUT018","2181.28891357504"
"1834","FDC20","OUT013","2181.28891357504"
"1835","NCS29","OUT018","2181.28891357504"
"1836","FDJ56","OUT046","2181.28891357504"
"1837","FDB20","OUT019","2181.28891357504"
"1838","FDL28","OUT027","2181.28891357504"
"1839","FDW01","OUT018","2181.28891357504"
"1840","FDL03","OUT046","2181.28891357504"
"1841","FDX22","OUT049","2181.28891357504"
"1842","FDJ21","OUT035","2181.28891357504"
"1843","FDR31","OUT045","2181.28891357504"
"1844","FDG21","OUT035","2181.28891357504"
"1845","FDS22","OUT027","2181.28891357504"
"1846","FDK08","OUT035","2181.28891357504"
"1847","FDE17","OUT018","2181.28891357504"
"1848","NCN30","OUT017","2181.28891357504"
"1849","FDT50","OUT046","2181.28891357504"
"1850","NCX42","OUT049","2181.28891357504"
"1851","FDJ12","OUT035","2181.28891357504"
"1852","NCA18","OUT027","2181.28891357504"
"1853","FDP23","OUT019","2181.28891357504"
"1854","FDX12","OUT013","2181.28891357504"
"1855","FDN40","OUT018","2181.28891357504"
"1856","FDV48","OUT035","2181.28891357504"
"1857","NCY54","OUT013","2181.28891357504"
"1858","FDL16","OUT010","2181.28891357504"
"1859","FDR45","OUT018","2181.28891357504"
"1860","FDJ52","OUT046","2181.28891357504"
"1861","DRG01","OUT017","2181.28891357504"
"1862","FDP52","OUT013","2181.28891357504"
"1863","FDU58","OUT017","2181.28891357504"
"1864","FDL02","OUT045","2181.28891357504"
"1865","FDG28","OUT013","2181.28891357504"
"1866","FDA19","OUT035","2181.28891357504"
"1867","FDW46","OUT027","2181.28891357504"
"1868","NCD43","OUT049","2181.28891357504"
"1869","DRG39","OUT013","2181.28891357504"
"1870","NCF55","OUT049","2181.28891357504"
"1871","FDJ07","OUT046","2181.28891357504"
"1872","FDE08","OUT046","2181.28891357504"
"1873","FDP56","OUT019","2181.28891357504"
"1874","FDT45","OUT045","2181.28891357504"
"1875","FDF17","OUT018","2181.28891357504"
"1876","FDX44","OUT046","2181.28891357504"
"1877","FDM28","OUT027","2181.28891357504"
"1878","FDI36","OUT049","2181.28891357504"
"1879","FDS07","OUT045","2181.28891357504"
"1880","FDD36","OUT045","2181.28891357504"
"1881","FDW11","OUT046","2181.28891357504"
"1882","FDN40","OUT049","2181.28891357504"
"1883","NCQ18","OUT049","2181.28891357504"
"1884","NCQ54","OUT017","2181.28891357504"
"1885","NCS42","OUT045","2181.28891357504"
"1886","DRH39","OUT010","2181.28891357504"
"1887","FDC09","OUT027","2181.28891357504"
"1888","FDT08","OUT010","2181.28891357504"
"1889","FDC08","OUT035","2181.28891357504"
"1890","FDT20","OUT017","2181.28891357504"
"1891","FDS35","OUT035","2181.28891357504"
"1892","FDX58","OUT018","2181.28891357504"
"1893","FDW58","OUT046","2181.28891357504"
"1894","DRD27","OUT046","2181.28891357504"
"1895","FDH32","OUT019","2181.28891357504"
"1896","FDS26","OUT035","2181.28891357504"
"1897","FDQ31","OUT046","2181.28891357504"
"1898","FDP11","OUT018","2181.28891357504"
"1899","FDD58","OUT017","2181.28891357504"
"1900","FDM33","OUT045","2181.28891357504"
"1901","FDZ16","OUT049","2181.28891357504"
"1902","NCS29","OUT010","2181.28891357504"
"1903","NCM18","OUT019","2181.28891357504"
"1904","FDP11","OUT049","2181.28891357504"
"1905","NCC42","OUT017","2181.28891357504"
