"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type"
"1699","FDV52",0.961298005358738,5,0,6,0.369382740888259,7,"2004",4,2,2
"1700","FDX59",0.335814230425722,3,0.15987526713744,2,0.0139208110541248,10,"1999",3,1,2
"1701","FDV25",0.0803810657933909,3,0.141033245416485,4,0.810131697402881,7,"2004",4,2,2
"1702","FDW23",0.484705767714001,3,0.252180941040948,1,0.0282457169358359,6,"1985",3,3,4
"1703","FDE53",0.37749330157785,3,0.0833947835639251,6,0.32284107649498,4,"2009",3,3,3
"1704","FDA19",0.176540637094373,3,0.17130081242658,7,0.418201488160192,3,"2007",1,2,2
"1705","FDH22",0.110151830902054,3,0.421153461493593,14,0.401016375218245,9,"1997",4,1,2
"1706","NCO41",0.47305745757666,3,0.058192242366913,9,0.280685631274553,2,"1987",2,3,2
"1707","FDX12",0.812444179815421,5,0.0809916578050218,1,0.89228912047141,3,"2007",1,2,2
"1708","FDF17",0.0378088716880024,3,0.131583801487372,6,0.702992859286338,2,"1987",2,3,2
"1709","FDS11",0.14855611789223,5,0.172017231823859,2,0.811253614687909,8,"2002",1,2,2
"1710","FDR51",0.266746055373623,5,0.535899126814035,11,0.503331651025753,7,"2004",4,2,2
"1711","FDT49",0.145579041381364,3,0.783043104325029,4,0.316447170995199,1,"1998",1,3,1
"1712","FDC56",0.188448943137839,3,0.375171881097925,7,0.376191823985159,2,"1987",2,3,2
"1713","FDR13",0.484705767714001,5,0.0883141555601859,4,0.360016095591445,6,"1985",3,3,4
"1714","FDQ60",0.0976481095564156,5,0.337889911280143,1,0.376898563673069,7,"2004",4,2,2
"1715","FDN38",0.122655552247693,5,0.284623752127169,4,0.923922754801397,10,"1999",3,1,2
"1716","NCL29",0.306043465317059,3,0.351766117030195,9,0.536535628546486,2,"1987",2,3,2
"1717","FDO13",0.484705767714001,3,0.187753384194084,3,0.562930522970319,6,"1985",3,3,4
"1718","FDE26",0.282524560881215,3,0.27613738029441,4,0.476936756601921,4,"2009",3,3,3
"1719","FDA31",0.151533194403096,3,0.568961121888181,7,0.600251323112178,1,"1998",1,3,1
"1720","FDX14",0.508782375707056,3,0.23151185828442,5,0.184764260966827,7,"2004",4,2,2
"1721","FDA34",0.413515927359333,3,0.046010449137274,16,0.605792707878656,8,"2002",1,2,2
"1722","FDF26",0.135159273593331,5,0.143975860998322,4,0.516243077531646,2,"1987",2,3,2
"1723","FDE38",0.116999106877047,3,0.138110266017127,4,0.573721730412484,8,"2002",1,2,2
"1724","DRI11",0.220601369455195,3,0.106305091677566,8,0.347800326003928,9,"1997",4,1,2
"1725","FDQ60",0.484705767714001,5,0.3363172585405,1,0.368799616706678,6,"1985",3,3,4
"1726","FDL21",0.484705767714001,5,0.0219746277966246,14,0.0313642377782628,6,"1985",3,3,4
"1727","DRC12",0.484705767714001,3,0.116314468070571,15,0.682139349628983,6,"1985",3,3,4
"1728","FDC47",0.621911283119976,3,0.367357706310965,14,0.835382509002619,9,"1997",4,1,2
"1729","FDE57",0.300387019946413,3,0.112344031973205,7,0.460469466117416,8,"2002",1,2,2
"1730","FDT14",0.365584995534385,5,0.395461702808649,5,0.376618084351811,8,"2002",1,2,2
"1731","NCZ53",0.300387019946413,3,0.0756314867282967,9,0.671920183598865,9,"1997",4,1,2
"1732","FDE28",0.29443286692468,5,0.411222549493647,6,0.844749154299433,4,"2009",3,3,3
"1733","FDR19",0.532598987793986,5,0.493424262711172,7,0.478350235977739,7,"2004",4,2,2
"1734","NCF54",0.484705767714001,3,0.256308896091363,10,0.604233447457442,5,"1985",4,1,1
"1735","FDZ08",0.47305745757666,5,0.339863157591766,7,0.209588812199913,9,"1997",4,1,2
"1736","NCJ05",0.842214944924084,3,0.142987303578116,9,0.521223503655609,4,"2009",3,3,3
"1737","FDF59",0.47305745757666,3,0.220135383367264,16,0.405424759930162,9,"1997",4,1,2
"1738","NCO05",0.161655254540042,3,0.143835870930121,9,0.291768400807508,7,"2004",4,2,2
"1739","FDW24",0.133670735337898,3,0.116333325603485,1,0.0746526830532519,4,"2009",3,3,3
"1740","NCX42",0.107472462042275,3,0.0185483904981332,10,0.571881990670013,4,"2009",3,3,3
"1741","NCA53",0.407264066686514,1,0.0305174733519932,9,0.0691112982867744,7,"2004",4,2,2
"1742","FDI45",0.484705767714001,3,0.203313762604795,7,0.618143175742034,5,"1985",4,1,1
"1743","FDG46",0.242631735635606,5,0.101686865490404,14,0.345108065528154,9,"1997",4,1,2
"1744","FDM20",0.324203632033343,3,0.200076171702673,7,0.900792162265386,1,"1998",1,3,1
"1745","FDW11",0.479011610598392,3,0.252292362085829,2,0.126298389076822,1,"1998",1,3,1
"1746","FDX08",0.493896993152724,3,0.069830581458571,7,0.627633436545177,7,"2004",4,2,2
"1747","NCK17",0.38374516225067,3,0.117068355343341,9,0.0369056225447403,7,"2004",4,2,2
"1748","FDK32",0.696338195891634,5,0.151945055026037,7,0.509714473756002,4,"2009",3,3,3
"1749","NCA42",0.143495087823757,3,0.0881949943678454,10,0.54335579441292,7,"2004",4,2,2
"1750","DRI01",0.20333432569217,3,0.106435320817293,15,0.591445636457879,7,"2004",4,2,2
"1751","NCL55",0.452217922000595,1,0,12,0.946357690419031,10,"1999",3,1,2
"1752","DRE25",0.64275081869604,3,0.22735862184218,15,0.266080246071585,4,"2009",3,3,3
"1753","FDD14",0.961298005358738,3,0.527655464994457,4,0.645940466772152,3,"2007",1,2,2
"1754","FDB10",0.324203632033343,3,0.207664983058424,14,0.867733965790048,9,"1997",4,1,2
"1755","DRN11",0.196189342066091,3,0.503494148209054,8,0.481906099956351,7,"2004",4,2,2
"1756","FDP38",0.330157785055076,3,0.0995956568595805,4,0.0806092454168485,4,"2009",3,3,3
"1757","NCA30",0.860077403989282,3,0.40188605918951,10,0.667938059253601,3,"2007",1,2,2
"1758","FDT15",0.452217922000595,4,0.132626719152797,11,0.650920892896115,3,"2007",1,2,2
"1759","NCP55",0.601071747543912,3,0.0347166717477156,12,0.106869441564819,4,"2009",3,3,3
"1760","FDF12",0.219112831199762,3,0.254643954839005,1,0.496668348974247,7,"2004",4,2,2
"1761","FDM21",0.931527240250074,3,0.199687369109819,14,0.955993732267569,4,"2009",3,3,3
"1762","FDX56",0.746948496576362,5,0.228791559512874,7,0.741155097391969,7,"2004",4,2,2
"1763","FDF10",0.651682048228639,5,0.487632469495283,14,0.483600058653427,3,"2007",1,2,2
"1764","FDT32",0.860077403989282,5,0.203212213724042,7,0.671920183598865,8,"2002",1,2,2
"1765","FDM51",0.431378386424531,5,0.0804352261742928,11,0.295302099247054,4,"2009",3,3,3
"1766","NCR50",0.931527240250074,3,0.0366714189524138,10,0.521930243343518,4,"2009",3,3,3
"1767","FDI19",0.627865436141709,3,0.16197283473971,11,0.897112682780445,10,"1999",3,1,2
"1768","FDX21",0.14855611789223,3,0.264019745317014,14,0.323536733413357,3,"2007",1,2,2
"1769","FDR31",0.113426615064007,5,0.151878650431597,7,0.483039100010912,7,"2004",4,2,2
"1770","FDY02",0.261387317654064,5,0.270589962536605,5,0.976993022970319,2,"1987",2,3,2
"1771","NCA29",0.353974397142007,3,0,10,0.590884677815365,8,"2002",1,2,2
"1772","NCX17",0.994045846978267,3,0.351020884509136,9,0.851412456350938,9,"1997",4,1,2
"1773","FDM12",0.723131884489431,5,0.216473190531578,1,0.67490400616543,8,"2002",1,2,2
"1774","FDI53",0.484705767714001,5,0.423246718714343,6,0.547461534264513,6,"1985",3,3,4
"1775","NCU30",0.0330455492706163,3,0,10,0.563222085061109,10,"1999",3,1,2
"1776","FDC56",0.484705767714001,3,0.373666050086417,7,0.379601906918376,6,"1985",3,3,4
"1777","FDK27",0.38374516225067,3,0.0277563232872039,11,0.388261812527281,4,"2009",3,3,3
"1778","NCK18",0.300387019946413,3,0.0208133955657668,10,0.573014990724574,3,"2007",1,2,2
"1779","FDB52",0.484705767714001,3,0.164655983893325,5,0.961546199803579,5,"1985",4,1,1
"1780","DRG25",0.484705767714001,3,0.0585762062088991,15,0.666389881601921,6,"1985",3,3,4
"1781","FDZ13",0.195593926763918,4,0.475018328004862,4,0.0850176301287648,10,"1999",3,1,2
"1782","FDB57",0.484705767714001,5,0.101735234459804,7,0.816660301178525,5,"1985",4,1,1
"1783","FDR40",0.270616254837749,5,0.0248252854828251,6,0.215567540102575,9,"1997",4,1,2
"1784","NCO14",0.484705767714001,3,0.160372746962421,10,0.0542143509930161,5,"1985",4,1,1
"1785","NCN19",0.508782375707056,3,0.0374619614624392,12,0.6767437459079,8,"2002",1,2,2
"1786","FDQ28",0.484705767714001,5,0.326909175734703,6,0.524622503819293,5,"1985",4,1,1
"1787","FDO13",0.197082465019351,3,0.189435563882643,3,0.566340605903536,4,"2009",3,3,3
"1788","FDK48",0.172075022328074,3,0,1,0.192863207933217,2,"1987",2,3,2
"1789","FDU07",0.389699315272402,3,0.185673212611855,7,0.513842379146661,4,"2009",3,3,3
"1790","FDW20",0.964275081869604,3,0,7,0.389529510857704,9,"1997",4,1,2
"1791","FDV12",0.723131884489431,5,0.314833142891202,1,0.284521974574422,1,"1998",1,3,1
"1792","FDH24",0.961298005358738,3,0.066164507734578,1,0.538105971737233,2,"1987",2,3,2
"1793","FDV59",0.523667758261387,3,0.148628483721025,2,0.784432459897425,10,"1999",3,1,2
"1794","FDK57",0.335814230425722,3,0.248598476358925,14,0.375765563618507,8,"2002",1,2,2
"1795","FDL16",0.484705767714001,3,0.517978454550248,6,0.0576133511567001,6,"1985",3,3,4
"1796","NCQ17",0.342066091098541,3,0.361307472506757,9,0.526316462516368,9,"1997",4,1,2
"1797","FDJ15",0.404584697826734,5,0.0723571942407309,5,0.652906413683981,4,"2009",3,3,3
"1798","FDX24",0.226257814825841,3,0,1,0.26238968381711,10,"1999",3,1,2
"1799","FDT47",0.0419767788032152,5,0,2,0.274157027498909,9,"1997",4,1,2
"1800","FDT10",0.723131884489431,5,0.192008086090339,14,0.123045169958533,10,"1999",3,1,2
"1801","FDZ37",0.211074724620423,5,0.0613311116277732,4,0.237554049814492,4,"2009",3,3,3
"1802","FDW43",0.484705767714001,5,0.0689557254141129,7,0.841922195547796,6,"1985",3,3,4
"1803","DRN36",0.633819589163441,3,0.155920462739077,15,0.271038506656482,3,"2007",1,2,2
"1804","FDJ14",0.342066091098541,5,0.155025482311222,4,0.207188113814928,8,"2002",1,2,2
"1805","FDA32",0.56236975290265,3,0.0929100388306667,7,0.790411187800087,2,"1987",2,3,2
"1806","FDJ38",0.484705767714001,5,0.217511127311691,4,0.673759923341336,5,"1985",4,1,1
"1807","FDQ57",0.161952962191128,3,0,14,0.489287224465299,3,"2007",1,2,2
"1808","NCQ41",0.484705767714001,3,0,9,0.688791568910956,5,"1985",4,1,1
"1809","FDG56",0.520690681750521,5,0.221123038542736,7,0.119197743889131,10,"1999",3,1,2
"1810","DRC13",0.484705767714001,5,0.0997551193466623,15,0.392087073057617,6,"1985",3,3,4
"1811","FDV55",0.785650491217624,3,0.170138069244781,7,0.47977479812309,7,"2004",4,2,2
"1812","FDQ49",0.931527240250074,5,0,3,0.534415409482759,8,"2002",1,2,2
"1813","FDE29",0.259005656445371,3,0.740238692243224,6,0.121474826767787,1,"1998",1,3,1
"1814","FDR03",0.663590354272105,5,0,11,0.740874618070712,2,"1987",2,3,2
"1815","FDD45",0.241738612682346,3,0,7,0.259821038847665,10,"1999",3,1,2
"1816","FDN38",0.122655552247693,5,0.47566228355454,4,0.928185358467918,1,"1998",1,3,1
"1817","FDT56",0.681452813337303,5,0.357166583221903,7,0.111401441783064,9,"1997",4,1,2
"1818","FDT48",0.0217326585293242,2,0.142283466169044,1,0.716195847883021,8,"2002",1,2,2
"1819","FDU03",0.842214944924084,5,0.283404655728051,11,0.634442519642078,10,"1999",3,1,2
"1820","FDC56",0.188448943137839,1,0.628483822991386,7,0.370650439218682,1,"1998",1,3,1
"1821","NCO43",0.484705767714001,3,0.144823056443952,12,0.286922672959406,6,"1985",3,3,4
"1822","FDQ27",0.0378088716880024,5,0.137508685071151,11,0.297141838989524,3,"2007",1,2,2
"1823","FDR03",0.663590354272105,5,0.0269929871637611,11,0.741727138804016,9,"1997",4,1,2
"1824","DRH23",0.601071747543912,3,0.880856080084355,8,0.0945078909319075,1,"1998",1,3,1
"1825","FDG22",0.776719261685025,5,0.128122083105732,14,0.0261254978721083,8,"2002",1,2,2
"1826","NCJ42",0.904733551652277,3,0.0441525974552156,10,0.306239087734614,2,"1987",2,3,2
"1827","FDR24",0.761833879130694,5,0.194204109604258,1,0.249758736632475,9,"1997",4,1,2
"1828","FDW60",0.0526942542423341,5,0.0527093938152885,1,0.614015270351375,7,"2004",4,2,2
"1829","FDJ08",0.389699315272402,3,0.341678863321185,7,0.673894621617198,2,"1987",2,3,2
"1830","DRL59",0.726108961000298,3,0.0658471307899064,8,0.0862742456896552,4,"2009",3,3,3
"1831","FDG60",0.940458469782673,3,0.313928318108134,1,0.855809758293322,1,"1998",1,3,1
"1832","FDW27",0.0777016969336112,5,0,11,0.528313066073767,3,"2007",1,2,2
"1833","FDX14",0.508782375707056,3,0.232498901663806,5,0.192436947566565,4,"2009",3,3,3
"1834","FDC20",0.362905626674606,3,0.0740072886234092,7,0.102461056852903,2,"1987",2,3,2
"1835","NCS29",0.264662101816017,3,0.21576243179304,9,0.987638449367089,4,"2009",3,3,3
"1836","FDJ56",0.263768978862757,3,0.566693175255524,7,0.29190309908337,9,"1997",4,1,2
"1837","FDB20",0.484705767714001,3,0.281214351580579,7,0.192280083751637,5,"1985",4,1,1
"1838","FDL28",0.484705767714001,5,0.194256467607738,6,0.838355248799651,6,"1985",3,3,4
"1839","FDW01",0.592140518011313,3,0.198745583191453,4,0.510566994489306,4,"2009",3,3,3
"1840","FDL03",0.874962786543614,5,0.0836757895402304,11,0.705976681852903,9,"1997",4,1,2
"1841","FDX22",0.132777612384638,5,0.0710997647999383,14,0.755345304997818,10,"1999",3,1,2
"1842","FDJ21",0.723131884489431,5,0.119025061531469,14,0.480055277444348,7,"2004",4,2,2
"1843","FDR31",0.113426615064007,5,0.152215447267202,7,0.492843088443911,8,"2002",1,2,2
"1844","FDG21",0.761833879130694,5,0.451963549498143,13,0.509445077204278,7,"2004",4,2,2
"1845","FDS22",0.484705767714001,5,0.0711978406564424,14,0.0454086643387167,6,"1985",3,3,4
"1846","FDK08",0.276272700208395,5,0.377835372439906,7,0.287348933326059,7,"2004",4,2,2
"1847","FDE17",0.925573087228342,5,0.168946327546448,6,0.510432296213444,4,"2009",3,3,3
"1848","NCN30",0.702292348913367,3,0.0528039502993544,10,0.272171506711043,3,"2007",1,2,2
"1849","FDT50",0.130693658827032,5,0.334445394256152,5,0.278284932889568,9,"1997",4,1,2
"1850","NCX42",0.107472462042275,3,0.0185018600068728,10,0.56122548150371,10,"1999",3,1,2
"1851","FDJ12",0.258410241143197,5,0.120609517609755,1,0.749534523679616,7,"2004",4,2,2
"1852","NCA18",0.484705767714001,3,0.172433849509503,10,0.364278699257966,6,"1985",3,3,4
"1853","FDP23",0.484705767714001,3,0.192524185527534,2,0.790400105030554,5,"1985",4,1,1
"1854","FDX12",0.812444179815421,4,0,1,0.892715380838062,2,"1987",2,3,2
"1855","FDN40",0.0788925275379577,3,0.268229254639712,6,0.514964296431689,4,"2009",3,3,3
"1856","FDV48",0.276272700208395,5,0.159459700010733,1,0.195544385639459,7,"2004",4,2,2
"1857","NCY54",0.23072342959214,3,0.548598703465048,10,0.596560760857704,2,"1987",2,3,2
"1858","FDL16",0.493896993152724,3,0.871208608885544,6,0.0597446529899607,1,"1998",1,3,1
"1859","FDR45",0.371836856207205,3,0.0897955734359313,14,0.886758818474465,4,"2009",3,3,3
"1860","FDJ52",0.154212563262876,3,0.0549592615645953,6,0.550164877509821,9,"1997",4,1,2
"1861","DRG01",0.610002977076511,3,0.139452830900226,15,0.192571645842427,3,"2007",1,2,2
"1862","FDP52",0.842214944924084,5,0.218247136543262,6,0.849157539011349,2,"1987",2,3,2
"1863","FDU58",0.122357844596606,5,0.0901497817409736,14,0.65899767432344,3,"2007",1,2,2
"1864","FDL02",0.919618934206609,5,0.322257285313376,4,0.313609129474029,8,"2002",1,2,2
"1865","FDG28",0.281631437927955,5,0.152143434541967,6,0.904202245198603,2,"1987",2,3,2
"1866","FDA19",0.176540637094373,3,0.170305105025845,7,0.412660103393715,7,"2004",4,2,2
"1867","FDW46",0.484705767714001,5,0.216171717195281,14,0.146882502182453,6,"1985",3,3,4
"1868","NCD43",0.255730872283418,3,0.0495766919533628,10,0.303524661719773,10,"1999",3,1,2
"1869","DRG39",0.571300982435249,3,0.130225719230801,5,0.0844345059471847,2,"1987",2,3,2
"1870","NCF55",0.126228044060732,3,0.0670504440859395,10,0.0153342904299433,10,"1999",3,1,2
"1871","FDJ07",0.161059839237868,1,0.0445669440796284,11,0.366690480412484,9,"1997",4,1,2
"1872","FDE08",0.812444179815421,1,0.152391870101354,7,0.503342733795286,9,"1997",4,1,2
"1873","FDP56",0.484705767714001,3,0.251478240707432,7,0.0753594227411611,5,"1985",4,1,1
"1874","FDT45",0.672521583804704,3,0.177450762813161,14,0.0908173286774335,8,"2002",1,2,2
"1875","FDF17",0.0378088716880024,3,0.132229858154923,6,0.694893912319948,4,"2009",3,3,3
"1876","FDX44",0.282524560881215,3,0.132761431707281,7,0.237542967044959,9,"1997",4,1,2
"1877","FDM28",0.484705767714001,3,0.13899807174542,6,0.630336779790485,6,"1985",3,3,4
"1878","FDI36",0.47305745757666,5,0.192933168121611,1,0.707390161228721,10,"1999",3,1,2
"1879","FDS07",0.464126228044061,3,0.3088647723472,7,0.354912053961152,8,"2002",1,2,2
"1880","FDD36",0.520690681750521,3,0.065866040850768,1,0.365400616542994,8,"2002",1,2,2
"1881","FDW11",0.479011610598392,3,0.15073074175996,2,0.121609525043649,9,"1997",4,1,2
"1882","FDN40",0.0788925275379577,3,0.267556368550845,6,0.522210722664775,10,"1999",3,1,2
"1883","NCQ18",0.666567430782971,3,0.418007522589064,10,0.280820329550415,10,"1999",3,1,2
"1884","NCQ54",0.782673414706758,3,0.0389736354355631,10,0.573564866597556,3,"2007",1,2,2
"1885","NCS42",0.240845489729086,3,0.214923486324944,10,0.253729778208206,8,"2002",1,2,2
"1886","DRH39",0.961298005358738,3,0.479377458549309,5,0.187030261075949,1,"1998",1,3,1
"1887","FDC09",0.484705767714001,5,0.0808764640176071,7,0.305812827367962,6,"1985",3,3,4
"1888","FDT08",0.541530217326585,3,0.254549429253731,7,0.506461254637713,1,"1998",1,3,1
"1889","FDC08",0.860077403989282,5,0,7,0.823884561872545,7,"2004",4,2,2
"1890","FDT20",0.353974397142007,3,0.128630420766312,7,0.0227043321693584,3,"2007",1,2,2
"1891","FDS35",0.282524560881215,3,0.343592997153341,2,0.136798034428197,7,"2004",4,2,2
"1892","FDX58",0.511759452217922,3,0.135775333892735,14,0.640690644096464,4,"2009",3,3,3
"1893","FDW58",0.964275081869604,3,0,14,0.315314170940637,9,"1997",4,1,2
"1894","DRD27",0.845192021434951,3,0,5,0.286933755728939,9,"1997",4,1,2
"1895","FDH32",0.484705767714001,3,0.411483254963439,7,0.279844193310781,5,"1985",4,1,1
"1896","FDS26",0.940458469782673,3,0.276396809644082,5,0.983678490560891,7,"2004",4,2,2
"1897","FDQ31",0.0732360821673117,5,0.16638139408213,7,0.23399818583588,9,"1997",4,1,2
"1898","FDP11",0.672521583804704,3,0.214382105495923,2,0.799777833096901,4,"2009",3,3,3
"1899","FDD58",0.190830604346532,3,0.184428593810332,14,0.287640495416849,3,"2007",1,2,2
"1900","FDM33",0.657636201250372,3,0.271592937333279,14,0.794505844882148,8,"2002",1,2,2
"1901","FDZ16",0.73206311402203,5,0.494703191531617,6,0.69803459870144,10,"1999",3,1,2
"1902","NCS29",0.264662101816017,1,0.359676906160785,9,0.99190105303361,1,"1998",1,3,1
"1903","NCM18",0.484705767714001,3,0.448172833136063,10,0.119478223210388,5,"1985",4,1,1
"1904","FDP11",0.672521583804704,3,0.213844302747046,2,0.799351572730249,10,"1999",3,1,2
"1905","NCC42",0.621911283119976,3,0.13954643570149,9,0.466302412974684,3,"2007",1,2,2
"1906","DRM23",0.717177731467699,3,0.419399250540524,8,0.599970843790921,9,"1997",4,1,2
"1907","NCN55",0.484705767714001,3,0.182928324581431,12,0.883909694183763,6,"1985",3,3,4
"1908","FDK46",0.300387019946413,3,0.158895695086021,14,0.964081596464426,2,"1987",2,3,2
"1909","FDR01",0.0506103006847276,5,0.165683288399022,4,0.7109349424378,9,"1997",4,1,2
"1910","NCA05",0.964275081869604,3,0.0778080934411613,9,0.50419525452859,8,"2002",1,2,2
"1911","NCP43",0.785650491217624,3,0.0947962895926889,12,0.622664093190746,3,"2007",1,2,2
"1912","FDR12",0.479011610598392,5,0.163092202196938,1,0.589886376036665,1,"1998",1,3,1
"1913","FDQ01",0.901756475141411,5,0.496135449428881,4,0.956576856449149,2,"1987",2,3,2
"1914","FDM13",0.111342661506401,3,0.195204127386513,3,0.42315974874509,9,"1997",4,1,2
"1915","FDQ19",0.166418576957428,5,0.0446375787187287,7,0.899243984613706,3,"2007",1,2,2
"1916","FDK56",0.484705767714001,3,0.703286601021462,7,0.656866372490179,5,"1985",4,1,1
"1917","NCX06",0.776719261685025,1,0.0811306405725954,10,0.642406768332606,1,"1998",1,3,1
"1918","FDO56",0.484705767714001,5,0.138317596913174,7,0.370381042666958,6,"1985",3,3,4
"1919","FDU45",0.657636201250372,5,0.109932183485248,14,0.343829284428197,8,"2002",1,2,2
"1920","FDI16",0.484705767714001,5,0.734543782190458,6,0.0979290566346574,5,"1985",4,1,1
"1921","FDL32",0.663590354272105,5,0.378408032116328,7,0.345545408664339,9,"1997",4,1,2
"1922","FDA07",0.178326883000893,5,0.0956151539356973,7,0.390101552269751,9,"1997",4,1,2
"1923","FDA14",0.687406966359035,3,0.201816762468115,5,0.490992265931907,8,"2002",1,2,2
"1924","FDV46",0.484705767714001,3,0.03876816464681,14,0.460054288520297,6,"1985",3,3,4
"1925","NCO07",0.268234593629056,3,0.0302017742117413,12,0.770960074749018,7,"2004",4,2,2
"1926","NCP41",0.717177731467699,3,0.0500891237039173,9,0.314876827804452,9,"1997",4,1,2
"1927","FDY60",0.353974397142007,5,0.0818149561247192,1,0.468557330314273,4,"2009",3,3,3
"1928","FDN38",0.122655552247693,4,0.285789375076407,4,0.933726743234396,3,"2007",1,2,2
"1929","FDO15",0.726108961000298,5,0.0264695894318344,11,0.182924521224356,9,"1997",4,1,2
"1930","FDT60",0.443286692467996,3,0.233240895991436,1,0.385121126145788,2,"1987",2,3,2
"1931","FDA55",0.752902649598095,5,0.176055914083683,7,0.820205082387604,7,"2004",4,2,2
"1932","FDE02",0.247395058052992,3,0.627085637192345,4,0.267639506492798,1,"1998",1,3,1
"1933","DRJ39",0.934504316760941,3,0.112417657615396,5,0.805880176505893,10,"1999",3,1,2
"1934","FDV34",0.365584995534385,5,0.035296611179594,14,0.1816457401244,7,"2004",4,2,2
"1935","FDS20",0.484705767714001,1,0.165636251167569,7,0.649361632474902,6,"1985",3,3,4
"1936","FDF02",0.484705767714001,3,0.318171327901398,4,0.30225696338935,6,"1985",3,3,4
"1937","FDW40",0.56236975290265,5,0.326724434945675,6,0.474816537538193,3,"2007",1,2,2
"1938","NCB43",0.931527240250074,3,0.308716989603592,10,0.660276455423396,9,"1997",4,1,2
"1939","FDR58",0.126228044060732,3,0.130264942157693,14,0.250880653917503,3,"2007",1,2,2
"1940","DRJ59",0.422447156891932,3,0.0598466038728021,8,0.0342133620689655,7,"2004",4,2,2
"1941","NCD30",0.901756475141411,3,0.0834302399280404,10,0.285520276353121,3,"2007",1,2,2
"1942","FDE14",0.541530217326585,5,0.0977113094631614,4,0.280820329550415,3,"2007",1,2,2
"1943","FDC28",0.199464126228044,3,0.170595053112629,6,0.324108774825404,4,"2009",3,3,3
"1944","FDU16",0.874962786543614,5,0.180796533476856,6,0.22293758184199,4,"2009",3,3,3
"1945","NCD19",0.260494194700804,3,0.0407150172100866,10,0.102180577531646,7,"2004",4,2,2
"1946","FDU21",0.431378386424531,5,0.23705694009353,14,0.0164783732540376,9,"1997",4,1,2
"1947","FDV59",0.484705767714001,3,0.147679139958072,2,0.789973844663902,6,"1985",3,3,4
"1948","FDU03",0.842214944924084,5,0,11,0.639983904408555,8,"2002",1,2,2
"1949","FDC33",0.262280440607324,5,0,7,0.710093504474029,1,"1998",1,3,1
"1950","NCR42",0.270913962488836,3,0.118881888887665,10,0.0123615506329114,7,"2004",4,2,2
"1951","DRH59",0.371836856207205,3,0.18051816316753,8,0.184349083369708,7,"2004",4,2,2
"1952","NCM31",0.0916939565346829,2,0,12,0.471125975283719,7,"2004",4,2,2
"1953","FDS50",0.740994343554629,3,0.171250051890659,5,0.811264697457442,7,"2004",4,2,2
"1954","FDP39",0.481988687109259,3,0.214514750921205,11,0.0871378491924924,9,"1997",4,1,2
"1955","FDQ55",0.541530217326585,5,0.0402525518964914,7,0.361440657736796,2,"1987",2,3,2
"1956","FDV36",0.484705767714001,3,0.142293307434378,1,0.394768250763859,5,"1985",4,1,1
"1957","FDI05",0.484705767714001,5,0.390113767653658,6,0.191158166466609,6,"1985",3,3,4
"1958","FDS45",0.484705767714001,5,0.0906975926086628,14,0.320855555707115,6,"1985",3,3,4
"1959","FDA39",0.105090800833581,3,0.0393766113044251,11,0.028526196257093,8,"2002",1,2,2
"1960","FDC37",0.651682048228639,3,0.170015209467007,1,0.325252857649498,1,"1998",1,3,1
"1961","FDJ60",0.484705767714001,5,0.192269678355469,1,0.573014990724574,6,"1985",3,3,4
"1962","DRQ35",0.282524560881215,3,0.130675475871141,8,0.386826167612396,9,"1997",4,1,2
"1963","NCJ06",0.925573087228342,3,0.107072407565452,10,0.375058823930598,9,"1997",4,1,2
"1964","NCY42",0.108663292646621,3,0.0470413688016656,10,0.480212141259275,4,"2009",3,3,3
"1965","DRM37",0.64275081869604,3,0,15,0.700715776407682,10,"1999",3,1,2
"1966","FDR14",0.422447156891932,3,0.53888114144588,5,0.0849954645896988,8,"2002",1,2,2
"1967","FDE51",0.0815718963977374,5,0.298535825195274,5,0.0516567887931035,10,"1999",3,1,2
"1968","FDT33",0.193807680857398,5,0.105621100562761,14,0.573856428688346,3,"2007",1,2,2
"1969","FDR08",0.842214944924084,3,0.11615364294675,7,0.343986148243125,2,"1987",2,3,2
"1970","FDE36",0.0419767788032152,5,0.216039442555507,1,0.55838743998254,1,"1998",1,3,1
"1971","FDL22",0.484705767714001,3,0.196870103748411,14,0.248334174487124,5,"1985",4,1,1
"1972","FDR44",0.0925870794879429,5,0.317748465569839,7,0.424584310890441,2,"1987",2,3,2
"1973","FDI56",0.484705767714001,3,0.50521301403366,7,0.245204570875164,5,"1985",4,1,1
"1974","FDE47",0.571300982435249,3,0.196057391354941,16,0.402878280499782,1,"1998",1,3,1
"1975","FDV27",0.20333432569217,5,0.206821412041126,11,0.24493517432344,1,"1998",1,3,1
"1976","FDV10",0.183983328371539,5,0.206434092590301,14,0.0414376227629856,10,"1999",3,1,2
"1977","FDC40",0.681452813337303,5,0.201447271620422,5,0.197821468518114,8,"2002",1,2,2
"1978","NCX41",0.860077403989282,3,0.0547048656281819,9,0.762300169140114,2,"1987",2,3,2
"1979","NCQ38",0.484705767714001,3,0.0411006526767338,12,0.311332046595373,6,"1985",3,3,4
"1980","FDV12",0.484705767714001,5,0.187184543608385,1,0.29219466117416,6,"1985",3,3,4
"1981","FDE52",0.347722536469187,5,0.0928689465268436,5,0.239393789556962,3,"2007",1,2,2
